category,total00,total01,total02,total03,total04,total05,total06,total07,total08,total09,total10,total11,total12,total13,total14,total15,total16,total17,total18,total19,total20,total21,total22,total23,total24,last12mos
Murder,80,84,108,109,83,93,145,119,115,104,90,104,126,90,80,85,85,69,70,78,102,122,120,119,81,73
