category,total00,total01,total02,total03,total04,total05,total06,total07,total08,total09,total10,total11,total12,total13,total14,total15,total16,total17,total18,total19,total20,total21,total22,total23,last12mos
Burglary,3506,3696,4252,4568,4324,5783,5070,4742,4488,4798,4961,5170,6168,5058,4006,3333,2900,2622,2394,14992,8712,10584,13994,17256,15337
