category,total00,total01,total02,total03,total04,total05,total06,total07,total08,total09,total10,total11,total12,total13,total14,total15,total16,total17,total18,total19,total20,total21,total22,total23,total24,last12mos
Motor Vehicle Theft,4864,5520,6259,5511,6877,9017,10549,9968,8085,6542,4644,6305,6976,6833,6519,6389,6899,5495,5071,5041,8760,9399,10346,15391,10439,8752
