category,total00,total01,total02,total03,total04,total05,total06,total07,total08,total09,total10,total11,total12,total13,total14,total15,total16,total17,total18,total19,total20,total21,total22,total23,last12mos
Robbery,1929,2125,2452,2474,2190,2672,3534,3470,3323,2898,2917,3365,4338,4922,3481,3290,3076,2676,2624,2817,2420,2728,2680,3690,3858
