category,total00,total01,total02,total03,total04,total05,total06,total07,total08,total09,total10,total11,total12,total13,total14,total15,total16,total17,total18,total20,total21,total22,total23,total24,last12mos
Larceny,11652,13081,13703,12551,10984,8227,8725,8954,8915,8833,7720,9429,13198,13285,13842,14846,14153,17305,15725,6147,6785,9576,9975,8368,7436
