category,total00,total01,total02,total03,total04,total05,total06,total07,total08,total09,total10,total11,total12,total13,total14,total15,total16,total17,total18,total19,total20,total21,total22,total23,last12mos
Sexual Assault,320,295,249,268,262,306,306,299,338,326,318,202,271,180,209,285,277,400,448,205,222,171,179,185,168
